index,product,sub_category,brand,sale_price,market_price,type,rating,Quantity,description
4818,Peri Peri Chickpeas,"Snacks, Dry Fruits, Nuts",FabBox,203.4,203.4,"Healthy, Baked Snacks",,176,"Raw chana is one of the most sought-after snacks for its high protein content. We have made this zingier with a pinch of nice peri spice to it! The result is an unmissable snacking experience, especially for those who love to indulge in some good chakhna with their drinks! Also a great evening snack post-tea!"
4819,Naturals Hair Oil - Jasmine,Hair Care,Nihar,157.635,175.15,Hair Oil & Serum,4.4,15,"Created with the goodness of Coconut and methi, Nihar Naturals is built on the base of expertise and experience about hair. It nourishes your hair from root to tip. Coconut oil can go 10 layers deep in hair and lock in proteins so hair is not only strong from the inside but soft, shiny from the outside. This non-sticky hair oil also helps repair the damage your hair goes through due to pollution, dust and heat so that hair is always beautiful. Methi as a seed is very effective in helping hair growth and fighting hair fall. Its nonsticky nature is suitable for all seasons! 
In today's time, women have many more hair concerns than earlier- like rough hair, hair fall, frizzy hair, split. Naturals hair oil for women, your trusted brand understands your evolving hair care needs and is here to help you keep your hair healthy and beautiful.  Also try other offerings from Nihar Naturals- Nihar Shanti Sarson, Nihar Shanti Badam Amla, Nihar Shanti Jasmine and Nihar Gold!"
4820,Store In Food Keeper/ Plastic Container,Storage & Accessories,Saura,77.97,84.75,Containers Sets,3.7,213,"This food keeper, made of plastic, is used for storing any kind of food and non-food stuff. It is ideal for serving and storing dry-fruits, spices, groceries, snacks etc. You can also keep non-food items in this food keeper."
4821,Double Walled Glass Bottle With Pink Cap - BB1241,Storage & Accessories,DP,315.27,462.17,Water & Fridge Bottles,,122,Redefine the experience of enjoying various beverages in this captivating looking bottles. The bottle is created using high-quality glass that ensures a classy finish and also offers to be durable yet lightweight features a sleek design that can be fitted anywhere easily. It is hygienic and boasts easy to hold design. Carry anywhere and everywhere with all convenience.
4822,"Dry Cat Food - Chicken Flavour, For Adult Cats, +1 Year",Pet Food & Accessories,Whiskas,463.3,463.3,Pet Meals & Treats,4.6,250,"Whiskas Adult Cat Food is the nutrition that your cat needs for a healthy and active lifestyle. Whiskas cat food is a complete and balanced meal designed to take care of your cat’s daily nutritional requirements and provide it with all the vitamins and minerals needed for a healthy and happy life.
This dry cat food helps support the cat's vital system by providing it a healthy and shiny coat, healthy eyesight, and energy to be lively and active. In addition, with a texture that appeals to the palate of your feline, Whiskas ensures meal time is filling and fun!
Whiskas cat food is ideal for cat breeds from Persian Cat, British Shorthair to Siamese Cat."
4823,Moisturising Cow's Ghee Soap,Bath & Hand Wash,Lever Ayush,145.77,145.77,Bathing Bars & Soaps,4.3,27,"Lever Ayush Moisturising Cow's Ghee Soap is formulated with 5000 years of Ayurvedic wisdom to give you soft & smooth skin. It contains the goodness of Cow's Ghee & Pinda Tailam. Cow's Ghee is prescribed in Ayurveda to cure dry skin. Pinda Tailam is a concoction of ayurvedic herbs like manjistha, pure sesame oil to cure skin inflammation & help retain moisture in the skin. The Ayush range of products has been carefully crafted with authentic recipes and processes prescribed in the Ancient Granthas. Traditionally, Ayurvedic ingredients are consciously picked at a certain time of the day, when they are most potent to create extremely effective Ayurvedic solutions. Lever Ayush uses the most potent ingredients that are highly beneficial to the skin, hair & teeth. The goodness of ingredients like Turmeric (Haldi), Saffron (Kesar), Cow's Ghee, Cardamom and Rock Salt have been used to formulate products that address our most worrying beauty problems.At Lever Ayush, we strive to make ancient Ayurvedic wisdom accessible to solve modern-day beauty problems. We believe that the solution to our beauty problems lies in the 5000-year-old Ayurvedic Granthas, that prescribe the way to solve these problems from the root. We work with one of the world’s premier Ayurvedic institutes, Arya Vaidya Pharmacy (AVP) to make products that use the right ingredients to make them unique and incredibly effective."
4824,Dziner Empire Bamboo Tree Juice Water Glass,Crockery & Cutlery,Cello,337.87,389.85,Glassware,3.6,29,"Designed to please the most discerning eye, these glasses live up to the name they elegantly carry. This special range of tumblers will pleasantly surprise you with the hint of colour and minimal design pattern will refrain from jarring your aesthetics. So, feel the spirit rising in your heart much before the drink reaches your lips."
4825,Casting Creme Gloss Hair Color,Hair Care,Loreal Paris,528.275,621.5,Hair Color,4,58,"Casting Creme Gloss is an ammonia-free hair colour that gives your hair visible shimmering tones, glossy shine and covers greys. It gives you the richness of natural hair colour that lasts up to 28 shampoos. Casting Creme Gloss super-nourishing formula of caring conditioner leaves your hair nourished, soft, voluptuous. Available in 11 glossy shades. Easy to apply with the non-drip crème formula in just 20 minutes, even for beginners. The delicate fragrance makes colouring a luxurious treat. Get natural-looking results and ultra-glossy colour with Casting Creme Gloss by L'Oreal Paris India. No-ammonia hair colour that gives natural-looking colour with visible shimmering tones and a glossy shine."
4826,Creme Care Soap - For Hands & Body,Bath & Hand Wash,Nivea,61.02,61.02,Bathing Bars & Soaps,4.3,206,"Nivea soaps offer reliable cleansing abilities with the caring qualities you expect from Nivea. Natural care substances support your skin in keeping its moisture, day by day. With Nivea cream soap, enriched with valuable almond oil, mild skin ingredients and vitamin f your skin gets smooth and gentle care and is protected from drying out. For Beauty tips, tricks & more "
4827,Fairy Oil,Skin Care,Aroma Magic ,339,452,Aromatherapy,1,90,"The antibacterial essential oils help to prevent acne, pimples, and balance sebum level. It also helps to reduce pustules, inflammation and blackheads."
4828,Blossom Arabian Jasmine Face & Body Mist,Skin Care,Fuschia,254.25,282.5,Face Care,3,139,"Jasmine (or Mogra) Mist is a luxuriant floral distillation that refreshes, hydrates and tones with the sweet scent of pure Indian Jasmine. It adds essential moisture back to balance dry, mature and sensitive skin. Use it several times a day to look fresh and stay fresh all day long.Tip: Following a regular skin care regime can help you achieve flawless skin. For more tips on skin care, visit abcd lifestyle blog, Click Here to visit abcd’s lifestyle blog"
4829,Banana - Poovan,Fresh Fruits,Fresho,29.38,36.725,"Banana, Sapota & Papaya",,90,"With fairly large insize and a bright, glossy, yellow colour, Poovan bananas have a powdery flesh that is highly fragrant and tasty.
We have selected the best quality Poovan Bananas for you directly from our farmers and will carefully deliver them to your doorstep.
Do not forget to check our delicious fruit recipe - https://www.abcd.com/cookbook/recipes/1554/peanut-butter-and-banana-sandwich/"
4830,Milk Choco Spread,"Spreads, Sauces, Ketchup",Pillsbury,222.836,327.7,Choco & Nut Spread,3.9,216,Add a chocolaty surprise to your breads and rotis with the scrumptious Pillsbury choco spread.
4831,Life On Coconut Shampoo & Shower Gel,Bath & Hand Wash,Nike,337.87,337.87,Shower Gel & Body Wash,,122,"Life On Coconut Shampoo & Shower Gel contains extracts of coconut milk to repair and soften skin, with every wash. It is a unique 2-in11 product that nourishes both the hair and skin. This gel gently cleanses your skin and hair without ever stripping the natural oils."
4832,Deodorant Spray - Women Chastity,Fragrances & Deos,Rasasi,320.9765,337.87,Women's Deodorants,,24,"Rasasi Chastity pour Femme a fragrance that epitomizes a striking new image of a fresh young woman that matches the essence of purity.  For Beauty tips, tricks & more "
4833,Earl Grey Bergamot Green Tea - Loose Leaf,Drinks & Beverages,Sancha,395.5,395.5,Gourmet Tea & Tea Bags,,129,"Fresh, Sweet, Citrusy Notes 
Enjoy a deliciously aromatic blend of a citrus fruit 'Bergamot', and India's antioxidant rich green tea.  
Richest in ‘Theanine’, Indian green teas promote alpha brain waves & put you in a relaxed, yet alert state of mind without causing drowsiness. 
Ingredients: Green Tea & Natural Bergamot Oil 
Healthy Benefits:  Refreshes & Rejuvenates, Loaded with active Antioxidants  
Caffeine Levels: Medium  
Master Tea Tasters Notes: Fresh Citrus with a slight astringency   
Time to Enjoy this Brew:  Post an Afternoon Meal or as an Evening Tea"
4834,Natirel Raw Banana Flour,Cooking & Baking Needs,Kokos Natural,224.87,224.87,Flours & Pre-Mixes,3.8,173,"NATIREL Banana flour is a powder traditionally made of green bananas that is often used as a gluten free replacement to wheat flours or as a source of resistant starch, which has been promoted by certain dieting trends such as paleo and primal diets and by some recent nutritional research. Banana flour, due to the use of green bananas, is noted for its very mild banana flavor raw and, when cooked, it has an earthy non-banana flavor; it also has a texture reminiscent of lighter wheat flours and requires about 25% less volume, making it a good replacement for white and white whole wheat flour. This has led to rising popularity among those suffering from celiac disease and gluten free dieters."
4835,Britannia Pav,Breads & Buns,Britannia,28.25,28.25,"Buns, Pavs & Pizza Base",,57,"Britannia Breads are prepared from the premium wheat flour, containing carbohydrates and proteins that provide energy to the body, iron for healthy blood, calcium for strong teeth and bones. It improved with vitamins necessary for healthy living. This makes your preparation delicious as well as healthy."
4836,Flask Ceramic Milk & Coffee Mug ZS-FL-04,Crockery & Cutlery,JCPL,179.67,241.82,"Cups, Mugs & Tumblers",4.4,79,"An ideal gift for a marriage anniversary, birthday, or to a husband/wife. The ceramic mug is ideal to gift during Diwali, Christmas, or valentine day. It can be gifted to friends on their anniversary. It is an ideal valentine's day gift to a girlfriend or boyfriend. Coffee, tea and caffeine are inseparable companions to we humans as everybody needs their daily dose of caffeine. There is never another well thought out gift other than a coffee mug. Gift your mother, sister, daughter or co-worker a present they will never forget."
4837,Square Dish With Handle - IH22DH16180,Crockery & Cutlery,Borosil,665.57,762.75,Glassware,4.9,117,"Borosils Square Dish is perfect for making and serving food such as dahi badas, khandvis, chaat, etc. The depth of the Square Dish is just right for them and ensures that your preparation stays intact even with multiple people digging into it. And of course, being 100% borosilicate, it is perfect for baking lasagnas, and other baked dishes - in fact, you can even use it to make dhoklas directly in the microwave and is guaranteed to withstand temperatures of up to 350 Degree C. It can be safely used in the microwave, oven, fridge, freezer and dishwasher. Unlike plastic or ordinary glass, it will not leach chemicals into your drink even after repeated usage. It is harder and tougher than an ordinary glass and is scratch resistant. It has a non-porous glass that does not absorb stains or odours. It retains perfect clarity."
4838,"Skin Superfood - Advanced Plant Based Formula, Blueberry & Lemon Flavour",Drinks & Beverages,Chicnutrix,1789.92,2237.4,Health Drinks,,155,"With the power of 21 Natural Skin Superfoods for natural collagen boost, skin detox, skin repair and skin radiance. Boosts the production of collagen, rejuvenates and revitalises the skin and promotes a fresh, glowing complexion and maintains skin health. Detoxes and unclogs pores reduce redness and inflammation. It is 100% Vegan, Dermatologist approved, has no added sugar, gentle on the stomach. Great on taste in delicious blueberry and lemon flavor."
4839,Natural Baby Wash,Baby Bath & Hygiene,The Moms Co,444.09,444.09,Baby Bath,5,182,"Our Natural Baby Wash is a toxin-free combination of Coconut based mild cleansers that gently clean while oils like Avocado, Organic Chamomile and Organic Aloe Vera gel help soften and soothe your baby's delicate skin."
4840,Classico - Pure Olive Oil,Oils & Vinegar,Rro,932.25,932.25,"Pure, Pomace Olive Oil",,241,Olivio is pressed from olives carefully selected from the finest olive groves across the Mediterranean region ideal for both Indian and Mediterranean cooking. Olivio is highly recommended by health care professionals as a heart friendly cooking medium that helps lower risk of diabetes and heart disease. It also has natural antioxidants like Vitamin E that are known to slow down the bodys aging process.High smoke point makes it suitable for deep-frying & reuse; can be used as substitute for butter in baked products
4841,Mixed Fruit Face Wash,Skin Care,Nutrinorm,224.87,224.87,Face Care,5,21,"Nutrinorm’sMoisturizing Mixed Fruit Face wash is a blend of natural fruit extract which gives the real feel of refreshment due to its deep cleansing property. It is enriched with the goodness of mixed fruits like apple, cucumber, papaya, banana and lemon providing complete nourishment to the skin. It is not only cleansing your face but also provides some additional antioxidant effect."
4842,Jeera/Cumin Powder,Masalas & Spices,Ravi,36.16,36.16,Blended Masalas,5,220,"This Cumin Powder is extracted from the cumin plant and is deferred by hand. It is a yearly herbaceous plant, with a slim and it has got natural flavour too. It is finished from jeera seeds that have had their stalks carefully removed to offer you a rich, genuine and fragrant powder."
4843,Perfume Body Spray - Enchanted Beauty For Women,Fragrances & Deos,Armaf,536.75,565,Body Sprays & Mists,,188,"The best deodorant spray for women and this deodorant keeps you active, brisk and energetic."
4844,"Face Mask GP95+ - White, Small",Health & Medicine,Godrej Protekt,146.9,180.8,Face Masks & Safety Gears,4,89,"The Protekt GP95+ reusable face mask comes with 7 layer Germ Shield Technology that filters out more than 95% of bacteria (>3µm) and 95% of particles (>0.3µm). Despite such high filtration efficiency, it's super breathable owing to the superior fabric and construction utilized. It comes with an adjustable earloop that can be used to custom fit the mask to your unique face shape. The correct size of the mask may be selected by measuring your face against the dimensions of the mask. The GP95+ mask is reusable and can be gently hand washed up to 30 times."
4845,Kanda Poha,Organic Staples,24 Mantra,101.7,101.7,"Organic Rice, Other Rice",3.7,77,"A light and favourite breakfast of Maharashtra, ready in minutes. With a base of rice flakes, delicately seasoned with onions and peanuts, this dish will be an instant hit with your family. It is made with organic ingredients and no preservatives added! What more could you ask for?"
4846,Amaze Body Deodorant,Fragrances & Deos,X-MEN,118.65,237.3,Men's Deodorants,3.8,238,"Energetic strong and stirred with action, X-MEN Charge Body Deodoratnt has the fragrance of pure desire in the most dashing way. Stay irrestible, 24x7."
4847,Coffee Sticks - Premium,Chocolates & Biscuits,Gone mad,48.025,56.5,Crackers & Digestive,4.5,82,Coffee Sticks are a fresh and tasty treat at every bite. It is a premium indulgence product with the rich taste of coffee that helps in keeping you fresh and energized anywhere and anytime.
4848,Hakka Noodles - Tomato,"Noodle, Pasta, Vermicelli",Desi,79.1,79.1,Hakka Noodles,4.1,75,"It is ready to cook noodles having good taste and gives energy when cooked. Desi Noodles is the adaptation of Chinese seasoning and cooking techniques to cater to Indian tastes. Today, Noodles is an integral part of the Indian diet. Hakka label refers to the Chinese origins of the noodle, Hakka belongs to Hakka Han region and is also a language in China. When cooked, it is an apt dish for kitty parties and celebrations."
4849,Styling Wax For Men - Clean Cut Shine,Men's Grooming,Set Wet Studio X,281.37,281.37,Hair Care & Styling,,99,"Celebs are always ahead of the trend-setting curve with their dapper and suave looks, all thanks to expert styling. It's their X-factor that separates the best from the rest! Set Wet Studio X, co-created with top celeb stylist Aalim Hakim is that X-factor for your daily grooming routine.An expert grooming range for men who want to sport that celeb look every day. Keep your style game effortlessly on point. Take the spotlight and be the trend. Studio X Styling Wax For Men - Clean Cut Shine is a brand-new hair styling wax that does a mighty fine job in styling and restyling your hair. Now look and feel like a celebrity every day with a clean-cut look and head-turning natural shine to your hair."
4850,Nilgiris Green Tea - Anicca Chamomile,Tea,Teamonk,316.4,452,Green Tea,3.8,19,"The true thing about permanence is its impermanence. Except for our Anicca Chamomile Green Tea, whose taste and aroma, remain perpetual, no matter what. Tender leaves and buds, handpicked by nimble experienced fingers from selected bushes of the estate in Nilgiris, undergo a unique process of roasting and drying that is specially employed to craft this semi-fermented tea. They are then mixed with chamomile flowers where they impart their fragrance to green tea leaves."
4851,Shoe Polish - Dark Tan Leather,Car & Shoe Care,Kiwi,54.24,54.24,Shoe Polish,4,124,"- Renews and protects leather
- Contains a blend of quality wax that nourishes leather and produces a long-lasting glossy shine"
4852,Nescafe - Cap Colombie Coffee,Drinks & Beverages,Nescafe ,1128.87,1128.87,Coffee & Pre-Mix,,144,"Experience Nescafe Gold Origin Cap Colombia Instant coffee, a premium light-medium roast coffee with a delicate intensity. It is crafted with 100% roasted Arabica coffee beans from Colombia. It has a delightfully fruity taste with a fine, citrus aroma."
4853,"OatWOW Classic - Dairy-Free Oat Milk, Naturally Sweet and Creamy, Lactose-Free",Dairy & Cheese,Urban Platter,268.375,282.5,Milk & Soya Drinks,4.7,205,"OatWow by Urban platter is a 100% plant-based Oat Milk made from premium quality Oats which is a smart alternative when compared to your average dairy milk.
Adapting to Oat milk has several health benefits. It is low in Saturated Fats and an excellent source of Calcium & Vitamins as well as Gluten-free, Lactose-free also Nuts & Soy-free.
It has a Naturally Sweet Taste and a Creamy Texture making it easier to add in your smoothies, coffee, cereal, protein shake.
A great substitute for dairy milk when baking, cooking, etc, making it 2x times healthier for your loved ones.
Urban Platter - Simply Good Food! :)"
4854,"Printed Fabric Pencil Pouch - Blue & Black, BB1265DBLU",Stationery,DP,140.12,224.87,Exam Pads & Pencil Box,4.7,72,"Manage your stationery items with this blue printed pencil pouch which is a fun way to store kids belongings.This set is perfect for home, school and college. Organize the pencils, pens, erasers, brushes, rulers, sharpeners and other stationery accessories in it in a safe way. The zippered pouch is very convenient in use and easy to carry as well. It is very light in weight and easily fits in your backpack without any hassle."
4855,Self Stick Bulletin Board,Stationery,Post-It,282.5,282.5,Books & Magazines,3.5,228,"Self Stick Display Boards
Create a communications centre in the kitchen, office, class room â€“ just about anywhere with Post-itÂ® Self Stick Display Boards."
4856,Organic - Jaggery/Bella,"Salt, Sugar & Jaggery",bb Royal,87.01,123.17,"Organic Sugar, Jaggery",,43,"Jaggery (Gur) is a natural Cane sugar, renowned for its unique taste & texture. Great for cooking & almost a snack in itself it's very tasty. The benefits of jaggery include its ability to cleanse your body, act as a digestive agent, sweeten your food in a healthy manner, and provide good amounts of minerals. Jaggery is measured to be a rich source of Iron, Calcium, essential amino acid, magnesium, minerals and vital vitamins. It is used to treat Anemia."
4857,"Olives - Black, Pitted",Tinned & Processed Food,Figaro,224.87,224.87,"Olive, Jalapeno, Gherkin",4.2,136,"The tantalizing flavour of Olives is popularly used in pastas, salads and a number of dishes from the Italian and Mediterranean cuisine. Olives are also a healthy snacking option, which has a longer shelf life when refrigerated, than compared to other ingredients."
4858,Jeera/Jeerige - Pesticide Free,Masalas & Spices,Safe Harvest,86.1399,111.87,Whole Spices,4.1,101,"Safe Harvest Jeera comes from Kutch, Gujarat, which is amongst the best regions for growing it. We follow stringent testing protocols to ensure our Jeera is grown without synthetic pesticides and has no systemic pesticide residues. This Jeera is pungent and has a rich aroma and is perfect to add a warmth and flavor to any savoury. Roast, grind and put in a pinch with some finely chopped ginger and coriander for the most delicious masala buttermilk. Store in a cool, dark and dry place to preserve the aroma.  All Safe Harvest products are cultivated completely devoid of synthetic chemical pesticides."
4859,Anytime Moisturizing Cream,Skin Care,Kaya Clinic,470.08,723.2,Face Care,4.5,184,"A moisturizing cream that creates a moisture lock on your skin, Minimizing water loss and keeping your skin soft, Supple and healthy. Shea Butter and Kokum Butter replenish lost oil from your skin and keeps it nourished all day long."
4860,Ready Meals - Dal Tadka,Ready To Cook & Eat,Gits,111.87,124.3,Heat & Eat Ready Meals,4.4,189,"Gits Ready Meals Dal Tadka is a tasty preparation of red gram, Bengal gram, and soft lentils cooked with clean herbs, sun dried spices, and butter for a soft finish. It is a real taste of North India, and is provided best with rice or Indian flat bread. It is the entire natural, 100% vegetarian, and contains no preservatives. Just warm and its ready to enjoy."
4861,"Pumpkin Seeds - Roasted, Salted","Snacks, Dry Fruits, Nuts",Cornitos,230.52,271.2,Roasted Seeds & Nuts,4.4,112,Cornitos natural & premium Sunflower Seeds are guilt-free munchies that are rich in Vitamins and Omega-3 and are perfect for healthy snacking. These are available in an easy-to-open and re-sealable stands up packs. They lock in freshness and deliver great taste. Its functional design makes it an ideal travel as well as a party pack with the goodness of health which provides consumers with the advantage of multiple time product use instead of one-time snacking.
4862,Cheddar Cheese Spread - Capsicum,Dairy,Nandini,87.01,87.01,Cheese,4.7,190,"Nandini Cheese is a food that many healthy eaters crave. Add cheese to salads, layer it on sandwiches or just enjoy cheese on its own. Either way, Nandini cheese provides a creamy flavour that most of us find satisfying. As part of our Co-operative movement, we promise to bring you the best of mouth-watering, delicious and most healthy product to your plate. Made with pure cow milk under best hygienic conditions and zero adulteration. We promise the best always. Nutritionally rich in calcium, Phosphorous. The best-concentrated form of energy. Suited for all age groups. Eating 100 grams of cheese will substitute eating 4-5eggs at a time or eating 10 to 15 slices of bread at a time.Cheddar cheese is a relatively hard, off-white (Or orange if colourings such as annatto are added), sometimes sharp-tasting, natural cheese. Originating in the English village of cheddar in somerset, cheeses of this style are now produced beyond the region and in several countries around the world. Provides extra rich look to finished productControlled browning after baking."
4863,Face Wash - Dark Spot Reduction,Skin Care,Nivea Men,292.3423,449.74,Face & Body,4.2,28,"NIVEA MEN Dark Spot Reduction Face Wash reduces the appearance of dark spots and makes skin look healthy and feel fresh. The effective 10x* formula, suitable for All Skin Types, is now even better with Whitanat Vita Complex PlusResult:• Deeply cleansed skin.• Reduced dark spots accumulated from dirt and residues.• Reduced oiliness & tightened pores up to 12h.• Healthy looking & fresh feeling skin."
4864,Cow Ghee/Tuppa,Edible Oils & Ghee,Sunshine Farm,220.35,220.35,Ghee & Vanaspati,5,205,"Sunshine Farm Artisan Cow Ghee is a pristine farm-fresh product, made in a traditional artisan way, from the butter of milk produced by green-fed, organically raised, farm cows with ample access to clean, green and sunny surroundings."
4865,Hair Fall Defense Shampoo,Hair Care,TRESemme,635.625,847.5,Shampoo & Conditioner,4.3,78,"TRESemmé Hair Fall Defense Shampoo works best on damaged and breakage-prone hair. It helps reinforce hair strength and prevents hair fall due to breakage giving you longer and stronger hair. Enriched with Keratin protein, TRESemmé Hair Fall Defense Shampoo gives upto 97% less hair breakage after one wash. Its advance quality ingredients and scientifically constituted formula will leave you with longer, stronger and manageable hair. This range has been carefully selected for its advanced formula. It is extremely beneficial for damaged hair prone to easy breakage. The Keratin in this hair shampoo helps in strengthening your hair and provides hydration as well as elasticity to your hair. TRESemmé Hair Fall Defense Shampoo is specially formulated for Indian hair and is suitable for use in conjunction with oil treatments. Give your hair a luscious, confident bounce and salon-quality smoothness without the salon price tag! Buy now to control hair breakage and prevent hair fall happening due to breakage. For best results, use this shampoo along with the TRESemmé Hair Fall Defense Conditioner. Shampoo for men and women.
To use: Apply gently to wet hair and massage to work into a lather. Rinse thoroughly. For an extra boost of protection, follow with TRESemmé Hair Fall Defense Conditioner."
4866,Real Nature Kelp Face Mask,Skin Care,The Face Shop,113,113,Face Care,4.1,14,"This mask sheet that purifies skin, leaving it soft to touch. With Kelp extracts, the all-new Real Nature Kelp Face Mask by Face Shop is here to transform your skin! Your skin will be soft and supple in a couple of minutes with this mask, leaving you looking effortlessly flawless. The rich extracts, with purifying properties, tones tired skin, eliminates impurities and protect the skin from pollution."
4867,Marvel Avengers Polyester Round Shaped Pencil Bag - HMHTPB 73279-AV,Stationery,Hm International,180.8,224.87,Exam Pads & Pencil Box,5,21,"Take these adorable Cartoon Characters pencil pouch wherever you go. Great for holding stationery, study or craft supplies, cosmetics, makeup tools or small accessories. Made of high-quality durable PVC material with waterproof surface and metal zipper. Available in Disney Princess, Cars, Mickey Mouse, Minnie Mouse, Frozen, Cinderella, Belle Princess, Moana, Tsum Tsum, Marvel Avenger and Marvel Spider Man."
4868,Chicken Nuremberg,"Sausages, Bacon & Salami",Fresho,274.59,305.1,Chicken Sausages,,172,"Chicken Nuremberg is made with premium ingredients, giving you the perfect blend of flavours. Easy to cook, this is a perfect option to tame your hunger pangs. Indulge in some premium taste with Fresho."
4869,Natural Fairness Natural Ayurvedic Saffron Face Wash,Skin Care,Lever Ayush,94.92,118.65,Face Care,4.3,114,"Ayush Natural Fairness Saffron Face Wash contains the goodness of Saffron (Kesar), & Kumkumadi Tailam. Saffron (Kesar) is an Ayurvedic herb with a great medicinal value known for its brightening & healing properties and Kumkumadi  Tailam, is a unique blend of 16 herbs & oil formulated to cure marks, lighten skin color and improve skins quality for a golden glow.The Ayush range of products has been carefully crafted with authentic recipes and processes, prescribed in the ancient Granthas. Traditionally, Ayurvedic ingredients were consciously picked at a certain time of the day, when they are most potent to create extremely effective Ayurvedic solutions. Lever Ayush uses the most potent ingredients that are highly beneficial to the skin, hair & teeth. The goodness of ingredients like Turmeric (Haldi), Saffron (Kesar), Cows ghee, Cardamom and Rock Salt has been used to formulate products that address our most worrying beauty problems. At Lever Ayush, we strive to make ancient Ayurvedic wisdom accessible to solve modern-day beauty problems. We believe that the solution to our beauty problems lies in the 5000-year-old Ayurvedic granthas, that prescribes the way to solve these problems from the root. We work with one of the world’s premier Ayurvedic institutes, Arya Vaidya Pharmacy (AVP) to create products that use the right ingredients to make them unique and incredibly effective."
4870,Prune Juice,Drinks & Beverages,Sunsweet,762.75,762.75,Gourmet Juices & Drinks,,90,"Sunsweet Prune juice are 100% fruit juice. Water extracted from dried prunes, it is sweet, smooth and very delicious. Made from plump, juicy prunes, it is a good source of iron and potassium. It has no added sugar or artificial preservatives."
4871,Ruskit - Milk Rusk,Biscuits & Cookies,Bisk Farm,67.8,67.8,"Marie, Health, Digestive",4.3,44,"Bisk Farm Milk Rusk Ruskit flavored with kindness of milk, it's helpful in keeping you strong and healthy. They are crunchy and crispy in every bite, making it a perfect tea time bite. Healthy Rusk biscuits yet fortified with milk. It gives a hale and hearty after-school snacking choice for children."
4872,Brahmi Pearls,Health & Medicine,Kerala Ayurveda,384.2,384.2,Ayurveda,,136,"Brahmi (Bacopa monnieri) means “which gives supreme knowledge” ,is an Ayurveda herb which has the potential for enhancing cognitive performance safely. Ayurveda scriptures explain Brahmi to be an excellent memory booster, intelligence enhancer and rejuvenate herb. Brahmi pearls is a natural brain nourisher, brain stimulant and memory tonic containing nutrients that relieve stress, offers sound sleep and enhances memory and intellect. Kerala Ayurveda’s Brahmi pearls are formulated in lipid from which is medically proven as the most efficient way to reach the brain directly."
4873,Triphala Capsules,Health & Medicine,ORGANIC INDIA,231.65,231.65,Supplements & Proteins,3.9,216,These Triphala capsules are a time-tested formulation used to relieve constipation and to cleanse the colon. Triphala reduces fat deposits in the intestines and eliminates intestinal toxins and gas. Non-habit forming.
4874,Gourmets Delite  Wafers - Chocolate 75 gm Pouch,Chocolates & Biscuits,Gourmets Delite ,50.85,50.85,"Cookies, Biscotti, Wafer",,193,"Wheat Flour (33%), Sugar (29%), Edible Vegetable Fat (19%), Edible Starch (14%), Edible Vegetable Oil, Glucose, Emulsifier(INS 322), Edible Common Salt, Acidity Regulator (E330), Raising Agents [INS 500(II) & 503(II), Dough Conditioner (INS 223), Contains Permitted Synthetic Food Colour (INS 124), Contain Added Flavour-Artificial Flavouring Substance (Orange)."
4875,Quick Spin Mop,"Mops, Brushes & Scrubs",Gala,1354.87,2032.87,"Mops, Wipers",2.9,120,"Gala India's one of the largest manufacturer of home cleaning tools brings out Spin Mop with 'Wheels' which helps to carry the bucket from one place to another comfortably. Made of high-grade plastic, it is light, durable and easy to use. Micro Fibre Refill with super absorbent capacity offers superior cleaning performance. It has a Super Spin system which makes drying refill faster, Special Cleaner to remove dirt & clean refill effortlessly!
Benefits: 

This mop has extra-absorbent microfibers with a 360-degree spinner.
Now cleaning your house is an easy job with this advanced mop. It comes in various colour.
It has e-Quick Spin with Easy Wheels and Bucket and with Free Refill."
4876,Shiny Steel,All Purpose Cleaners,Smac,282.5,282.5,Imported Cleaners,,188,Contains a special formula with active-oxygen which guarantees hygiene and cleanliness.
4877,Damsel Essential For Women,Fragrances & Deos,Dorall Collection,473.809,676.87,Eau De Toilette,,216,"Damsel Essential from the house of Dorall Collection is a fruity floral bouquet with a crisp natural feel to it. Like a soft summer breeze on a sunny day. Not too quiet, but just right to uplift your spirits and keep your day or evening on track. The top notes are pineapple, raspberry leaf and mandarin orange. The heart notes are orris, rose and jasmine. The finishing notes are coconut, sandalwood and amber."
4878,"Steam Inhaler Vaporizer, 3-in-1 Cough Steamer Cum Vaporizer, Nozzle Inhaler & Facial Sauna - Assorted Colours",Health & Medicine,Prozo Plus,405.67,563.87,Everyday Medicine,3,164,"End your search for an ideal steam inhaler cum facial sauna by getting your hands on the Prozo Plus Vaporizer - Steam Inhaler. This 3-in-1 product features a Nozzle Inhaler, a Facial Sauna and a Cough and Cold steamer. This premium product comes with a 6-month warranty and is available in assorted colours. It is made of food-grade plastic with smooth edges. The plastic body helps to prevent shocks, and its utility design makes it easy to use and clean the product. The Prozo Plus Vaporizer - Steam Inhaler also has a double-wall water tank to avoid outer surface heating. It has a highly effective vaporisation motor and is accompanied by good quality wire and plug. The optimised power consumption of the product is 300 Watt, with a normal voltage of 110-240 V and the input voltage of AC 220, 50 Hz."
